identifier	date of composition	date of publication	annotator	not Latin? (put checkmark)	notes	URL	langid
hkaindiathknovu00montgoog		1838				https://archive.org/details//hkaindiathknovu00montgoog	la
dogmatatheologi00unkngoog		1866				https://archive.org/details//dogmatatheologi00unkngoog	la
oratoresatticie01dupogoog		1828				https://archive.org/details//oratoresatticie01dupogoog	la
qhoratiusflaccu01baitgoog		1852				https://archive.org/details//qhoratiusflaccu01baitgoog	la
corpusscriptorum21niebuoft		1828				https://archive.org/details//corpusscriptorum21niebuoft	la
nouumtestamentu00whitgoog		1889				https://archive.org/details//nouumtestamentu00whitgoog	la
patrologiaecurs80unkngoog		1863				https://archive.org/details//patrologiaecurs80unkngoog	la
monumentageepist03geseuoft						https://archive.org/details//monumentageepist03geseuoft	la
patrologiaecurs171unkngoog		1863				https://archive.org/details//patrologiaecurs171unkngoog	la
patrologiaecursu65mignuoft		1857				https://archive.org/details//patrologiaecursu65mignuoft	la
operaomnia11dunsuoft		1868				https://archive.org/details//operaomnia11dunsuoft	la
patrologiaecurs129migngoog		1867				https://archive.org/details//patrologiaecurs129migngoog	la
tliviipatavinih06livygoog		1820				https://archive.org/details//tliviipatavinih06livygoog	la
lexiconvniversa02rascgoog		1791				https://archive.org/details//lexiconvniversa02rascgoog	la
patrologiaecurs17unkngoog		1880				https://archive.org/details//patrologiaecurs17unkngoog	la
patrologiaecurs01migngoog		1886				https://archive.org/details//patrologiaecurs01migngoog	la
patrologiaecurs04unkngoog		1880				https://archive.org/details//patrologiaecurs04unkngoog	la
locitheologicic01cottgoog		1780				https://archive.org/details//locitheologicic01cottgoog	la
patrologiaecurs206unkngoog		1845				https://archive.org/details//patrologiaecurs206unkngoog	la
delectusscriptor00gior		1735				https://archive.org/details//delectusscriptor00gior	la
monumentagenecro03geseuoft						https://archive.org/details//monumentagenecro03geseuoft	la
patrologiaecursu46mignuoft		1857				https://archive.org/details//patrologiaecursu46mignuoft	la
indexgenerumphan00durauoft		1888				https://archive.org/details//indexgenerumphan00durauoft	la
qhoratiiflaccio07horagoog		1828				https://archive.org/details//qhoratiiflaccio07horagoog	la
prodromusfaunae00carugoog		1893				https://archive.org/details//prodromusfaunae00carugoog	la
tliviipatavinih03rupegoog		1828				https://archive.org/details//tliviipatavinih03rupegoog	la
cataloguscoleopt12gemm						https://archive.org/details//cataloguscoleopt12gemm	la
corpusgrammatico03linduoft		1831				https://archive.org/details//corpusgrammatico03linduoft	la
nomenclatorbota00steugoog		1824				https://archive.org/details//nomenclatorbota00steugoog	la
patrologiaecurs08goog		1865				https://archive.org/details//patrologiaecurs08goog	la
herodotihalicar03bhgoog		1859				https://archive.org/details//herodotihalicar03bhgoog	la
patrologiaecurs05unkngoog		1880				https://archive.org/details//patrologiaecurs05unkngoog	la
patrologiaecurs55unkngoog		1863				https://archive.org/details//patrologiaecurs55unkngoog	la
operaomnia07tacigoog		1821				https://archive.org/details//operaomnia07tacigoog	la
doctorisecstati00denigoog		1898				https://archive.org/details//doctorisecstati00denigoog	la
patrologiaecurs31goog		1882				https://archive.org/details//patrologiaecurs31goog	la
dogmatatheologi01goog		1865				https://archive.org/details//dogmatatheologi01goog	la
patrologiaecurs111unkngoog		1845				https://archive.org/details//patrologiaecurs111unkngoog	la
monumentagermani09geseuoft						https://archive.org/details//monumentagermani09geseuoft	la
monumentagerman07mittgoog		1897				https://archive.org/details//monumentagerman07mittgoog	la
operacumselecti00horagoog		1826				https://archive.org/details//operacumselecti00horagoog	la
operaomniacumind00horauoft		1826				https://archive.org/details//operaomniacumind00horauoft	la
lexiconcaesaria02meusgoog		1893				https://archive.org/details//lexiconcaesaria02meusgoog	la
lexiconmanualeg05bretgoog						https://archive.org/details//lexiconmanualeg05bretgoog	la
florarossicasive04lede						https://archive.org/details//florarossicasive04lede	la
carminaaccordin00homegoog		1860				https://archive.org/details//carminaaccordin00homegoog	la
herodotihalicar01bhgoog		1859				https://archive.org/details//herodotihalicar01bhgoog	la
patrologiaecurs220unkngoog		1844				https://archive.org/details//patrologiaecurs220unkngoog	la
grammaticilatin09keilgoog		1857				https://archive.org/details//grammaticilatin09keilgoog	la
breviariumlumba01diocgoog		1770				https://archive.org/details//breviariumlumba01diocgoog	la
epigrammatumant02plangoog		1864				https://archive.org/details//epigrammatumant02plangoog	la
patrologiaecurs00migngoog		1878				https://archive.org/details//patrologiaecurs00migngoog	la
tliviipatavinih29unkngoog						https://archive.org/details//tliviipatavinih29unkngoog	la
patrologiaecurs197unkngoog		1845				https://archive.org/details//patrologiaecurs197unkngoog	la
operaomnia10tacigoog		1821				https://archive.org/details//operaomnia10tacigoog	la
qhoratiusflaccu03baitgoog		1852				https://archive.org/details//qhoratiusflaccu03baitgoog	la
eutropiibreviar01verhgoog		1762				https://archive.org/details//eutropiibreviar01verhgoog	la
homericarminaet00dindgoog		1860				https://archive.org/details//homericarminaet00dindgoog	la
operaquaesupersu13melauoft		1834				https://archive.org/details//operaquaesupersu13melauoft	la
floraorientalis03boisgoog		1881				https://archive.org/details//floraorientalis03boisgoog	la
florarossicasiv01ledegoog		1853				https://archive.org/details//florarossicasiv01ledegoog	la
corpusreformato11melagoog		1846				https://archive.org/details//corpusreformato11melagoog	la
eutropiibreviar02verhgoog		1762				https://archive.org/details//eutropiibreviar02verhgoog	la
patrologiaecurs115unkngoog		1859				https://archive.org/details//patrologiaecurs115unkngoog	la
dogmatatheologi02goog		1865				https://archive.org/details//dogmatatheologi02goog	la
grammaticilatin00keilgoog		1880				https://archive.org/details//grammaticilatin00keilgoog	la
herodotihalicar01unkngoog		1859				https://archive.org/details//herodotihalicar01unkngoog	la
corneliustacitu03tacigoog		1831				https://archive.org/details//corneliustacitu03tacigoog	la
epigrammatumant03plangoog		1871				https://archive.org/details//epigrammatumant03plangoog	la
corpusreformato17melagoog		1852				https://archive.org/details//corpusreformato17melagoog	la
thesaurusphilolo03geseuoft		1835				https://archive.org/details//thesaurusphilolo03geseuoft	la
epigrammatumant01couggoog		1871				https://archive.org/details//epigrammatumant01couggoog	la
tliviipatavinih32unkngoog						https://archive.org/details//tliviipatavinih32unkngoog	la
djuniijuvenalis07persgoog						https://archive.org/details//djuniijuvenalis07persgoog	la
corpusreformato07melagoog		1834				https://archive.org/details//corpusreformato07melagoog	la
patrologiaecurs81unkngoog		1879				https://archive.org/details//patrologiaecurs81unkngoog	la
patrologiaecurs84unkngoog		1862				https://archive.org/details//patrologiaecurs84unkngoog	la
locitheologicic05cottgoog		1769				https://archive.org/details//locitheologicic05cottgoog	la
patrologiaecursu35mignuoft		1857				https://archive.org/details//patrologiaecursu35mignuoft	la
isocratisoratio00baitgoog		1847				https://archive.org/details//isocratisoratio00baitgoog	la
patrologiaecurs20unkngoog		1880				https://archive.org/details//patrologiaecurs20unkngoog	la
novumlexicongra00unkngoog		1808				https://archive.org/details//novumlexicongra00unkngoog	la
patrologiaecurs143migngoog		1845				https://archive.org/details//patrologiaecurs143migngoog	la
patrologiaecurs01berngoog		1841				https://archive.org/details//patrologiaecurs01berngoog	la
corpuspoetaruml00webegoog		1831				https://archive.org/details//corpuspoetaruml00webegoog	la
breviariumlumba00diocgoog		1770				https://archive.org/details//breviariumlumba00diocgoog	la
tliviipatavinih05drakgoog		1823				https://archive.org/details//tliviipatavinih05drakgoog	la
fragmentaphilos03mullgoog		1860				https://archive.org/details//fragmentaphilos03mullgoog	la
enchiridionbota00endlgoog		1841				https://archive.org/details//enchiridionbota00endlgoog	la
tliviipatavinih03unkngoog		1828				https://archive.org/details//tliviipatavinih03unkngoog	la
oratoresatticie11dobs		1828				https://archive.org/details//oratoresatticie11dobs	la
nomenclatorlite00hurtgoog		1892				https://archive.org/details//nomenclatorlite00hurtgoog	la
patrologiaecurs08migngoog		1879				https://archive.org/details//patrologiaecurs08migngoog	la
florarossicasive02lede						https://archive.org/details//florarossicasive02lede	la
catalogusbiblio22biblgoog		1805				https://archive.org/details//catalogusbiblio22biblgoog	la
anthologiasivef00langgoog		1674				https://archive.org/details//anthologiasivef00langgoog	la
corpusreformato12melagoog		1850				https://archive.org/details//corpusreformato12melagoog	la
monumentagerman15geseuoft						https://archive.org/details//monumentagerman15geseuoft	la
nomenclatorlite09hurtgoog		1903				https://archive.org/details//nomenclatorlite09hurtgoog	la
titiliviihistor00grongoog		1664				https://archive.org/details//titiliviihistor00grongoog	la
joannisdunsscot00waddgoog						https://archive.org/details//joannisdunsscot00waddgoog	la
cataloguscoleop00weisgoog						https://archive.org/details//cataloguscoleop00weisgoog	la
quintihoratiifl01horagoog		1825				https://archive.org/details//quintihoratiifl01horagoog	la
joanniskepleria18frisgoog		1858				https://archive.org/details//joanniskepleria18frisgoog	la
corneliineoptis00fiscgoog		1822				https://archive.org/details//corneliineoptis00fiscgoog	la
novusconspectusf00gand		1910				https://archive.org/details//novusconspectusf00gand	la
operaquaesupersu16melauoft		1834				https://archive.org/details//operaquaesupersu16melauoft	la
epigrammatumant02couggoog		1890				https://archive.org/details//epigrammatumant02couggoog	la
hesiodicarmina03hesigoog		1878				https://archive.org/details//hesiodicarmina03hesigoog	la
operaquaesupersu18melauoft		1834				https://archive.org/details//operaquaesupersu18melauoft	la
locitheologicic00gerhgoog		1863				https://archive.org/details//locitheologicic00gerhgoog	la
enchiridionbotan00endl		1841				https://archive.org/details//enchiridionbotan00endl	la
lannaeisenecaeo00unkngoog		1845				https://archive.org/details//lannaeisenecaeo00unkngoog	la
operaquaesupersu15melauoft		1834				https://archive.org/details//operaquaesupersu15melauoft	la
hesiodicarmina01hesigoog		1878				https://archive.org/details//hesiodicarmina01hesigoog	la
monumentagermani10geseuoft						https://archive.org/details//monumentagermani10geseuoft	la
catalogusbiblio00biblgoog		1805				https://archive.org/details//catalogusbiblio00biblgoog	la
corpusreformato20melagoog		1840				https://archive.org/details//corpusreformato20melagoog	la
oratoresatticie02dobs		1828				https://archive.org/details//oratoresatticie02dobs	la
corpusreformato01melagoog		1848				https://archive.org/details//corpusreformato01melagoog	la
cjuliicaesarisd01clargoog		1822				https://archive.org/details//cjuliicaesarisd01clargoog	la
floraorientalis01boisgoog		1872				https://archive.org/details//floraorientalis01boisgoog	la
lexiconvniversa04rascgoog		1795				https://archive.org/details//lexiconvniversa04rascgoog	la
monumentagerman05geseuoft		1886				https://archive.org/details//monumentagerman05geseuoft	la
operaomnia04tacigoog		1821				https://archive.org/details//operaomnia04tacigoog	la
synopsisplantaru05diet		1839				https://archive.org/details//synopsisplantaru05diet	la
herodotimussive00unkngoog		1824				https://archive.org/details//herodotimussive00unkngoog	la
patrologiaecurs126unkngoog		1847				https://archive.org/details//patrologiaecurs126unkngoog	la
joanniskepleria00frisgoog		1870				https://archive.org/details//joanniskepleria00frisgoog	la
joanniskepleria16frisgoog		1858				https://archive.org/details//joanniskepleria16frisgoog	la
patrologiaecurs127migngoog		1855				https://archive.org/details//patrologiaecurs127migngoog	la
djuniijuvenalis01despgoog						https://archive.org/details//djuniijuvenalis01despgoog	la
iofranciscibvdd00buddgoog		1730				https://archive.org/details//iofranciscibvdd00buddgoog	la
joanniskepleria32frisgoog		1858				https://archive.org/details//joanniskepleria32frisgoog	la
didascaliaetcon00funkgoog		1905				https://archive.org/details//didascaliaetcon00funkgoog	la
hugonisdonellio00riccgoog		1828				https://archive.org/details//hugonisdonellio00riccgoog	la
doctorisecstati01unkngoog		1905				https://archive.org/details//doctorisecstati01unkngoog	la
herodotihalicar04bhgoog		1861				https://archive.org/details//herodotihalicar04bhgoog	la
scriptoresreiru00ernegoog		1773				https://archive.org/details//scriptoresreiru00ernegoog	la
carolilinnaeisy00gesegoog		1894				https://archive.org/details//carolilinnaeisy00gesegoog	la
carolialinnsyst00murrgoog		1784				https://archive.org/details//carolialinnsyst00murrgoog	la
bibliothecabelg00sweegoog		1739				https://archive.org/details//bibliothecabelg00sweegoog	la
doxographigraec01dielgoog		1879				https://archive.org/details//doxographigraec01dielgoog	la
breviariumlodov00diocgoog		1775				https://archive.org/details//breviariumlodov00diocgoog	la
lateinischesequ00kehrgoog		1873				https://archive.org/details//lateinischesequ00kehrgoog	la
doxographigraec00dielgoog		1879				https://archive.org/details//doxographigraec00dielgoog	la
patrologiaecurs123unkngoog		1867				https://archive.org/details//patrologiaecurs123unkngoog	la
bibliothecalatin05fabruoft		1858				https://archive.org/details//bibliothecalatin05fabruoft	la
joannisbrunnema00brungoog		1778				https://archive.org/details//joannisbrunnema00brungoog	la
dogmatatheologi01unkngoog						https://archive.org/details//dogmatatheologi01unkngoog	la
joasimonislexic00winegoog		1828				https://archive.org/details//joasimonislexic00winegoog	la
djuniijuvenalise00juve		1736				https://archive.org/details//djuniijuvenalise00juve	la
hierarchiacathol02eubeuoft		1913				https://archive.org/details//hierarchiacathol02eubeuoft	la
grammaticilatin00unkngoog		1857				https://archive.org/details//grammaticilatin00unkngoog	la
nomenclatorlite02hurtgoog		1903				https://archive.org/details//nomenclatorlite02hurtgoog	la
nomenclatorlite01hurtgoog		1903				https://archive.org/details//nomenclatorlite01hurtgoog	la
ioannisalbertif05heumgoog		1790				https://archive.org/details//ioannisalbertif05heumgoog	la
demosthenisetsc00demogoog		1828				https://archive.org/details//demosthenisetsc00demogoog	la
dmagniausoniibu00ausogoog		1823				https://archive.org/details//dmagniausoniibu00ausogoog	la
hesiodicarminaa00dbgoog		1840				https://archive.org/details//hesiodicarminaa00dbgoog	la
operaomnia00tacigoog		1821				https://archive.org/details//operaomnia00tacigoog	la
